entity_id,wikidata_id,name,description,types,aliases
9470,Q350857,Christian Rakovsky,Soviet diplomat (1873-1941),Q5,"Christian Georgievich Rakovsky, Kristián Gueórguievich Rakovski"
9471,Q350903,Adam Shankman,"American actor, director, choreographer and dancer (born 1964)",Q5,
9472,Q350915,Pedro Ramírez Vázquez,Mexican architect (1919–2013),Q5,Pedro Ramirez Vazquez
9473,Q350979,zoologist,someone who studies or practices zoology,Q28640|Q4164871,
9474,Q351061,Ryan Tedder,"American singer, songwriter and record producer",Q5,Ryan Benjamin Tedder
9475,Q351290,Patrick Wilson,American actor,Q5,
9476,Q351339,Lincoln Kirstein,American writer (1907–1996),Q5,Lincoln Edward Kirstein
9477,Q351359,Emmanuel Mounier,French philosopher (1905–1950),Q5,
9478,Q35149,Wilhelm Röntgen,German physicist (1845–1923),Q5,"W. C. Röntgen, Wilhelm Conrad Röntgen, Wilhelm Konrad von Röntgen, Wilhelm Roentgen"
9479,Q351527,Gaetano Mosca,Italian political scientist and journalist (1858–1941),Q5,
9480,Q351670,Komitas,"Ottoman Armenian priest, musicologist, composer and vardapet (1869–1935)",Q5,"Komitas Vardapet, Soghomon Soghomonyan"
9481,Q351705,Henrik Wergeland,Norwegian writer (1808–1845),Q5,
9482,Q35171,Grover Cleveland,President of the United States (1885–89; 1893–97),Q5,"Grover Cleveland Jr., President Cleveland, S. Grover Cleveland, Stephen G. Cleveland, Stephen Grover Cleveland, Stephen Grover Cleveland Jr."
9483,Q351732,Sonny Chiba,Japanese actor and martial artist (1939–2021),Q5,"JJ Sonny Chiba, Sadaho Maeda, Shinichi Chiba, 千葉真一"
9484,Q351849,Tony Todd,American actor (1954–2024),Q5,"Anthony Todd, Anthony Tiran Todd"
9485,Q351884,Chris Renaud,American illustrator and filmmaker,Q5,
9486,Q351989,And God Created Woman,1988 film by Roger Vadim,Q11424,
9487,Q352023,Charles Fenno Hoffman,United States poet and novelist (1806-1884),Q5,
9488,Q352030,Jiří Menzel,"Czech film director, actor, director, scriptwriter, writer and university educator (1938-2020)",Q5,Jiri Menzel
9489,Q3520383,The Congress,2013 film directed by Ari Folman,Q11424,Congress
9490,Q352185,Sol Hoʻopiʻi,Native Hawaiian guitarist who was a lap steel guitar virtuoso (1902-1953),Q5,Sol Ho'opi'i
9491,Q352203,Bob Gunton,"American film, television and stage actor",Q5,Robert Patrick Gunton Jr.
9492,Q352233,Ian Ziering,American actor,Q5,Ian Andrew Ziering
9493,Q35236,Herbert Hoover,president of the United States from 1929 to 1933,Q5,"Herbert Clark Hoover, H. C. Hoover, H. Hoover, Herbert C. Hoover, President Hoover"
9494,Q352431,Adaptation,2002 film directed by Spike Jonze,Q11424,"Adaptation., The Orchid Thief, Orchid Thief"
9495,Q352452,Robb Flynn,American guitarist and vocalist,Q5,Robert Conrad Flynn
9496,Q352496,Masaru Ibuka,Japanese businessman (1908–1997),Q5,Ibuka Masaru
9497,Q352540,Michael Pitt,"American actor, model and musician",Q5,
9498,Q352617,Ljudevit Gaj,"Croatian academic, writer and politician (1809–1872)",Q5,
9499,Q352708,Eric Bogosian,"American actor, playwright and monologist, novelist",Q5,
9500,Q352730,Treat Williams,"American actor, producer, director, and author (1951–2023)",Q5,Richard Williams
9501,Q352738,Mircea Albulescu,Romanian actor (1934–2016),Q5,"Iorgu Constantin Albulescu, Iorgu Constantin V. Albulescu"
9502,Q352766,Steven Wilson,"English musician, songwriter and record producer",Q5,"Steven John Wilson, Wilson Steven"
9503,Q35277,metaphysics,"branch of philosophy dealing with the nature, structure, components and fundamental principles of reality",Q11862829|Q22811234,metaphysics
9504,Q35286,Warren G. Harding,president of the United States from 1921 to 1923,Q5,"W. Harding, Warren Harding, President Harding, President Warren Harding, W. G. Harding, Warren Gamaliel Harding"
9505,Q352914,Karel Jaromír Erben,"Czech archivist, poet, ethnographer, librettist, publicist, lawyer, translator and writer (1811–1870)",Q5,Karel Jaromir Erben
9506,Q352935,Dennis Farina,American actor (1944–2013),Q5,
9507,Q352963,James Agee,"American author, journalist, poet, screenwriter and film critic (1909-1955)",Q5,Rufus Agee
9508,Q352975,Tim Krabbé,Dutch journalist and novelist (born 1943),Q5,Tim Krabbe
9509,Q353007,Alec John Such,American bassist (1951–2022),Q5,Alexander John Such
9510,Q35314,Nikita Khrushchev,Leader of the Soviet Union from 1953 to 1964,Q5,"Khrushchev, Khrushchov, Khrushchyov, Nikita Sergeyevich Khrushchev, Nikita Sergeyevich Khrushchov, Nikita Sergeyevich Khrushchyov"
9511,Q35323,Arabs,"Arabic-speaking ethnic and national groups, originally from the Arabian Peninsula",Q41710,"Arab, Shuwa, Shukriya, Arab people, Sukriya, the Arabs"
9512,Q35332,Brad Pitt,American actor and filmmaker (born 1963),Q5,"Brad Jolie-Pitt, William Bradley Pitt"
9513,Q353366,Blackie Lawless,American heavy metal musician,Q5,Steven Edward Duren
9514,Q353442,Gabriel Lamé,French mathematician (1795-1870),Q5,Gabriel Lame
9515,Q353449,Serge Koussevitzky,"Russian-born American conductor, composer and musician (1874–1951)",Q5,
9516,Q353640,David Hewlett,British-born Canadian actor,Q5,
9517,Q353754,Paul de Man,Belgian literary theorist (1919–1983),Q5,
9518,Q353762,Juan Goytisolo,Spanish writer (1931-2017),Q5,Juan Goytisolo Gay
9519,Q353774,Adela Rogers St. Johns,"American journalist, novelist, and screenwriter (1894-1988)",Q5,"Adela Nora Rogers, Adela Nora Rogers St. Johns, Adela Rogers, Adela St. Johns"
9520,Q353788,Bernie Taupin,British songwriter,Q5,Carte Blanche
9521,Q353812,Stanisław Baczyński,writer (1890-1939),Q5,
9522,Q353816,Francis Younghusband,British army explorer (1863–1942),Q5,"Sir Francis Edward Younghusband, Sir Francis Younghusband"
9523,Q35385,Glukoza,Russian singer,Q5,
9524,Q353866,Jean d'Ormesson,French novelist (1925–2017),Q5,
9525,Q353978,R. Lee Ermey,American actor and soldier (1944–2018),Q5,"Lee Ermey, Lee Ermy, R Lee Ermey, R Lee Ermy, R. Lee Ermy, Ronald Ermey, Ronald Ermy, Ronald Lee Ermey, Ronald Lee Ermy, Ronald Li Ermey"
9526,Q354002,Ian Dury,British new wave singer (1942–2000),Q5,Ian Robins Dury
9527,Q354010,Scott Mosier,American film director and producer,Q5,
9528,Q354031,Tom Bower,American actor (1938–2024),Q5,Ralph Thomas Bower
9529,Q354033,Joe Walsh,American rock musician,Q5,"Joseph F. Walsh, Joseph Fidler ""Joe"" Walsh, Joseph Fidler Walsh"
9530,Q354141,Manolo Escobar,Spanish singer and actor (1931-2013),Q5,
9531,Q354158,Henry Threadgill,American jazz musician (born 1944),Q5,
9532,Q354181,Steven Van Zandt,American musician and actor (born 1950),Q5,"Little Steven, Miami Steve"
9533,Q354241,Wim T. Schippers,"Dutch artist, comedian, television director, and voice actor (born 1942)",Q5,"Wim Schippers, Jacques Plafond, Wim Schippers (1942), Wim T Schippers, Wim T. Shippers, Wim Theodoor Schippers"
9534,Q354250,Hubert Parry,"British composer, teacher and historian (1848–1918)",Q5,"C. Hubert H. Parry, Charles Hubert Parry, Sir Charles Hubert Hastings Parry, Sir Charles Hubert Hastings Parry, 1st Bt."
9535,Q354382,John Lemoinne,French politician (1815-1892),Q5,"John Émile Lemoinne, John Marguerite Émile Lemoinne, John-Marguerite-Émile Lemoinne"
9536,Q354394,Dmitry Svyatopolk-Mirsky,Russian writer (1890–1939),Q5,"D. S. Mirsky, Dmitry Petrovich Svyatopolk-Mirsky, Prince Dmitri Petrovitch Sviatopolk-Mirsky"
9537,Q35448,Pyotr Krasnov,White movement Cossack (1869－1947),Q5,"Pyotr Nikolayevich Krasnov, Peter Krasnov"
9538,Q354508,Sun Ra,American jazz composer and bandleader (1914–1993),Q5,"Herman ""Sonny"" Blount, Herman Blount, Herman Lee, Herman Poole Blount, Le Sony'r Ra, Le Sun Ra, Le Sun-Ra, Sonny Blount, Sonny Bourke"
9539,Q354519,Charley Patton,American Delta blues musician (1891–1934),Q5,Charlie Patton
9540,Q354542,Ray Brown,American jazz musician (1926–2002),Q5,Raymond Matthews Brown
9541,Q354603,Charles Avery,American actor and film director (1873–1926),Q5,Charlie Murray
9542,Q354604,Seva Novgorodsev,British radio presenter,Q5,
9543,Q354654,Glenn Danzig,American rock musician and record producer,Q5,
9544,Q3547,Franciszek Karpiński,Polish poet (1741-1825),Q5,Franciszek Karpinski
9545,Q354783,Amiri Baraka,African-American writer (1934–2014),Q5,"Imamu Amiri Baraka, Everett Leroy Jones, Imamu Amear Baraka, Imamu Baraka, LeRoi Jones"
9546,Q354863,Lee de Forest,American inventor (1873–1961),Q5,
9547,Q354867,Alan Watts,British American author and lecturer (1915–1973),Q5,Alan Wilson Watts
9548,Q354873,Peter Coyote,"American actor, voice artist, director, activist and narrator",Q5,Robert Peter Cohon
9549,Q35497,Ancient Greek,forms of Greek used from around the 9th century BCE to the 6th century CE,Q34770|Q2315359,"Ancient Greek language, Old Greek, Old Greek language"
9550,Q35498,Chester A. Arthur,president of the United States from 1881 to 1885,Q5,"Chester Arthur, Chester Alan Arthur, C. A. Arthur, C. Arthur, President Arthur"
9551,Q355009,Jackson Browne,American singer-songwriter,Q5,
9552,Q355024,Jamie Bamber,English actor,Q5,"Jamie Saint John Bamber Griffith, Jamie St John Bamber Griffith"
9553,Q3550828,Kyosen Ōhashi,"Japanese TV/radio personality, writer and politician (1934–2016)",Q5,Ōhashi Kyosen
9554,Q355112,Louis Blanc,French politician and historian (1811-1882),Q5,Jean Joseph Louis Blanc
9555,Q355133,Jamie Kennedy,American actor and comedian,Q5,"James Kennedy, James H. Kennedy, Jamie H. Kennedy, Jamie Harvey Kennedy"
9556,Q355153,Robert Stack,American actor (1919–2003),Q5,
9557,Q355159,Shin Koyamada,American actor,Q5,KOYAMADA Shin
9558,Q355209,Richard Schiff,American actor (born 1955),Q5,
9559,Q355245,Henry George,American political economist and journalist (1839–1897),Q5,
9560,Q355288,Berry Gordy,"American record producer, founder of Motown Records",Q5,"Berry Gordy Jr, Berry Gordy Jr."
9561,Q355314,Jack Welch,American executive: General Electric CEO (1935–2020),Q5,"John Francis ""Jack"" Welch, Jr., John Francis Welch, Jr."
9562,Q355341,Mana,Japanese musician and record producer,Q5,Shadow X
9563,Q355344,Dwight Schultz,American actor (born 1947),Q5,"Murdoc, William Dwight Schultz"
9564,Q355374,Ian Hill,"British bassist, member of Judas Priest",Q5,Ian Frank Hill
9565,Q355384,Gary Glitter,English convicted child sex offender and former glam rock singer-songwriter and musician,Q5,"Glitter, Leader, Paul Russell, The Leader, Paul Raven, Paul Gadd, Leader of the Gang, Paul Monday, Rubber Bucket, Stanley Sparkle, Terry Tinsel, The Leader of the Gang, Vicky Vomit"
9566,Q355447,Fukuzawa Yukichi,"Modern Enlightenment thinker, educator, philosopher, scholar, author, writer, journalist, translator, entrepreneur, and founder of Keio University in Japan's Meiji era (1835-1901)",Q5,Yukichi Fukuzawa
9567,Q355531,Stanley Crouch,American writer (1945-2020),Q5,Stanley Lawrence Crouch
9568,Q355566,Jacob Lawrence,African American painter and art professor (1917–2000),Q5,"Jacob Armstead Lawrence, Jacob A. Lawrence"
9569,Q355781,George Macready,American actor (1899-1973),Q5,
9570,Q355788,Roy Smeck,"American virtuoso guitarist, banjoist and ukulele player (1900–1994)",Q5,Leroy Smeck
9571,Q355835,Mathieu Amalric,French actor and filmmaker,Q5,
9572,Q355839,Vladislav Galkin,Soviet and Russian actor (1971–2010),Q5,Vladislav Borisovich Galkin
9573,Q355843,Sławomir Skrzypek,Polish central banker (1963-2010),Q5,
9574,Q3559761,Levko Chykalenko,United States archaeologist,Q5,
9575,Q35610,Arthur Conan Doyle,British writer and physician (1859–1930),Q5,"Conan Doyle, Arthur Conan, Sir Doyle, Arthur Ignatius Conan Doyle, Sir A. Conan Doyle, Sir Arthur Conan Doyle, Sir Arthur Ignatius Conan Doyle"
9576,Q356109,Nick Lachey,"American singer, actor, producer and television personality",Q5,Nicholas Scott Lachey
9577,Q356115,Stefan Brecht,American poet and philopher (1924–2009),Q5,Stefan Sebastian Brecht
9578,Q356129,John Stamos,American actor,Q5,
9579,Q356140,Ben E. King,American singer (1938–2015),Q5,"Ben King, Benjamin Earl King, Benjamin Earl Nelson, Ben E King"
9580,Q356217,Richard Cook,British writer and journalist (1957–2007),Q5,Richard David Cook
9581,Q356283,Tobias Smollett,18th-century poet and author from Scotland,Q5,Tobias George Smollet
9582,Q356287,Balthazar Getty,American actor and musician,Q5,Paul Balthazar Getty
9583,Q356303,Albert Brooks,American actor,Q5,"A. Brooks, Albert Lawrence Brooks"
9584,Q356309,Fred MacMurray,American actor (1908–1991),Q5,"Frederick MacMurray, Frederick Martin MacMurray"
9585,Q356351,Gianni Agnelli,Italian businessman; grandson of FIAT's founder (1921-2003),Q5,"Giovanni Agnelli, Dr. Giovanni Agnelli"
9586,Q356361,"Alfred Milner, 1st Viscount Milner",British statesman and colonial administrator (1854-1925),Q5,Viscount Milner
9587,Q356369,Shane MacGowan,Anglo-Irish singer-songwriter (1957–2023),Q5,
9588,Q356375,Loren Bouchard,American director and musician,Q5,Loren Hal Bouchard
9589,Q356397,Israel Horovitz,American writer (1939–2020),Q5,
9590,Q356423,Reuben Brainin,Russian writer (1862-1939),Q5,Reuben ben Mordecai Brainin
9591,Q35648,William Howard Taft,president of the United States from 1909 to 1913,Q5,"William Taft, William H. Taft, President Taft, W. H. Taft, W. Taft"
9592,Q356487,Tim McGraw,American country singer and actor (born 1967),Q5,"Samuel Timothy McGraw, Timothy McGraw"
9593,Q356499,Michael Tippett,English composer (1905-1996),Q5,Sir Michael Kemp Tippett
9594,Q356537,Joseph Kessel,French journalist and novelist (1898–1979),Q5,
9595,Q356639,Nevil Shute,British writer and engineer (1899–1960),Q5,Nevil Shute Norway
9596,Q356719,Carlos Ghosn,French-Brazilian-Lebanese businessman,Q5,"Kārlūs Ghuṣn, Carlos Ghosn dit Bichara"
9597,Q356745,Billy Ocean,British singer,Q5,
9598,Q356762,Miguel Bosé,"Spanish-Italian musician, singer and actor",Q5,Miguel Dominguín Bosé
9599,Q35678,Benjamin Harrison,"President of the United States, 1889-1893 (1833–1901)",Q5,"President Harrison, B. Harrison"
9600,Q35686,Rutherford B. Hayes,president of the United States from 1877 to 1881,Q5,"Rutherford Birchard Hayes, President Hayes, R. B. Hayes, Rutherford Hayes"
9601,Q356965,Andrey Kurkov,Ukrainian writer (born 1961),Q5,"Andrei Kurkov, Andrey Yuryevich Kurkov, Andriy Kurkov, Andriy Yuriyovych Kurkov"
9602,Q356986,Levon Helm,American musician (1940–2012),Q5,Mark Helm
9603,Q356994,Jarvis Cocker,English singer and musician (born 1963),Q5,Jarvis Branson Cocker
9604,Q357001,Bruce Dern,American actor,Q5,Bruce MacLeish Dern
9605,Q357036,Karel Vacek,Czech composer (1902–1982),Q5,
9606,Q3570727,Xavier Leroy,French computer scientist and programmer,Q5,
9607,Q357102,Lew Wallace,"American lawyer, Union general in the American Civil War, territorial governor and statesman, politician, and author of 'Ben Hur' (1827-1905)",Q5,"Lewis Wallace, Lewis ""Lew"" Wallace"
9608,Q357168,Kurt Nilsen,Norwegian musician,Q5,
9609,Q357184,Stanisław Mackiewicz,Polish writer (1896-1966),Q5,
9610,Q35725,The Trial,1993 film by David Hugh Jones,Q11424,Trial
9611,Q357324,Javier Barros Sierra,Mexican engineer (1915-1971),Q5,
9612,Q357326,Carlos Chávez,Mexican composer (1899-1978),Q5,"Carlos Chavez, Carlos Antonio de Padua Chavez y Ramirez"
9613,Q35733,Velimir Khlebnikov,Russian writer (1885–1922),Q5,"Velemir Jliébnikov, Velemir Khlebnikov, Velimir Viktor Vladimirovich Khlebnikov, Viktor Vladimirovich Khlebnikov"
9614,Q35738,Frida,2002 film directed by Julie Taymor,Q11424,
9615,Q357391,James Kyson,South Korean and American actor,Q5,"James Kyson Lee, James Kyson-Lee, Kyson Lee"
9616,Q357455,Ray Davies,British singer and musician,Q5,Sir Raymond Douglas Davies
9617,Q357515,Michael W. Smith,American musician and songwriter,Q5,"Smitty, Michael Whitaker Smith"
9618,Q35760,essay,piece of writing often written from an author's personal point of view,Q223393,composition
9619,Q357607,Kit Harington,British actor,Q5,"Christopher ""Kit"" Harington, Christopher C. Harington, Christopher Harington"
9620,Q357624,Alexandr Hackenschmied,"American film director, photographer, actor, film editor and cinematographer (1907-2004)",Q5,Alex Hammid
9621,Q357645,Frank Ocean,"American singer, songwriter, and rapper",Q5,"Christopher Breaux, Lonny Breaux"
9622,Q35765,Osaka,"designated city in Osaka Prefecture, Japan",Q174844|Q200250|Q494721|Q1749269|Q2264924|Q11422368|Q27554677|Q65589340|Q135236644,"Ōsaka, Osaka City, Ōsaka City, Ōsaka-shi"
9623,Q357676,Jack Kemp,American football player and politician (1935–2009),Q5,Jack French Kemp
9624,Q357762,Danny Huston,"American actor, director",Q5,"Daniel Sallis ""Danny"" Huston, Daniel Sallis Huston"
9625,Q357776,Jim Lee,"Korean American comics artist, writer and publisher",Q5,
9626,Q357786,Divine,"American actor, singer and drag queen (1945–1988)",Q5,
9627,Q357798,Milan Vidmar,Slovenian chess player (1885–1962),Q5,
9628,Q357821,Guo Moruo,Chinese writer (1892-1978),Q5,Moruo Guo
9629,Q3578589,environmentalist,someone who supports the goals of the environmental movement,Q28640|Q12737077,"conservationist, environmental activist"
9630,Q3579035,travel writer,person who writes travel literature,Q28640,"travel book writer, travel columnist"
9631,Q357929,Howard Jacobson,British author and journalist,Q5,Howard Eric Jacobson
9632,Q357936,Daniel Pearl,American journalist (1963–2002),Q5,
9633,Q35794,University of Cambridge,"collegiate public research university in Cambridge, England, United Kingdom",Q708676|Q3354859|Q5341295|Q62078547,"Cambridge, Cambridge University, The Chancellor, Masters, and Scholars of the University of Cambridge, The University of Cambridge, Universitas Cantabrigiensis"
9634,Q357961,Samuel Langley,"American physicist, pioneer of aviation, and 3rd Secretary of the Smithsonian (1834-1906)",Q5,Samuel Pierpont Langley
9635,Q357974,Julian Lennon,English musician; son of John Lennon,Q5,"John Charles Julian Lennon, Julian Charles John Lennon, Jules Lennon"
9636,Q357980,Elin Pelin,Bulgarian writer (1877-1949),Q5,
9637,Q35802,Benedictus de Spinoza,Dutch philosopher (1632–1677),Q5,"Spinoza, Baruch Spinoza, Baruch Benedictus de Spinoza, Baruch d' Espinoza, Baruch de Espinosa, Baruch de Spinoza, Barukh Shpinozah, Barukh Spinoza, Benedict de Spinoza, Benedictus De Spinoza, Benedictus Spinoza, Benoit de Spinoza, Benoît de Spinoza, Bento de Espinosa, Ispīnūzā, Sbīnūzā, Shpinozah"
9638,Q358087,Tyga,American rapper,Q5,"Micheal Stevenson, T-Raww"
9639,Q358188,Jeffery Deaver,"American novelist, journalist, lawyer",Q5,
